YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,Silinder,TRANSMISSION,FUEL,FUELCONSUMPTION,HWY (L/100 km),COMB (L/100 km),COMB (mpg),EMISSIONS
2015,HONDA,ACCORD,MID-SIZE,3.5,6,A6,X,11,6.8,9.1,31,209
2015,HONDA,ACCORD,MID-SIZE,3.5,6,AS6,X,11.4,7.3,9.5,30,219
2015,HONDA,ACCORD,MID-SIZE,3.5,6,M6,X,13,8.4,10.9,26,251
2015,HONDA,ACCORD HYBRID,MID-SIZE,2,4,AV,X,4.7,5.3,5,56,115
2015,HONDA,CIVIC,COMPACT,1.8,4,AV,X,7.9,6.1,7.1,40,163
2015,HONDA,CIVIC,COMPACT,1.8,4,AV7,X,8.1,6.2,7.2,39,166
2015,HONDA,CIVIC,COMPACT,1.8,4,M5,X,8.6,6.6,7.7,37,177
2015,HONDA,CIVIC Si,COMPACT,2.4,4,M6,Z,10.8,7.6,9.4,30,216
2015,HONDA,CIVIC HYBRID,COMPACT,1.5,4,AV,X,5.3,5,5.2,54,120
2015,HONDA,CR-V,SUV - SMALL,2.4,4,AV,X,8.6,6.9,7.8,36,179
2015,HONDA,CR-V AWD,SUV - SMALL,2.4,4,AV,X,9.1,7.2,8.3,34,191
2015,HONDA,CR-Z,TWO-SEATER,1.5,4,AV7,X,6.6,6,6.3,45,145
2015,HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,7.6,6.1,6.9,41,159
2015,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV,X,7,5.7,6.4,44,147
2015,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV7,X,7.3,6.1,6.8,42,156
2015,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M6,X,8.1,6.4,7.3,39,168
2015,HONDA,ODYSSEY,MINIVAN,3.5,6,A6,X,12.3,8.5,10.6,27,244
2015,HONDA,PILOT,SUV - SMALL,3.5,6,A5,X,13.3,9.3,11.5,25,264
2015,HONDA,PILOT 4WD,SUV - SMALL,3.5,6,A5,X,13.8,9.7,12,24,276
2016,HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,10.3,7.2,8.9,32,207
2016,HONDA,ACCORD COUPE,MID-SIZE,3.5,6,AS6,X,11.4,7.3,9.5,30,223
2016,HONDA,ACCORD COUPE,MID-SIZE,3.5,6,M6,X,12.9,8.3,10.9,26,253
2016,HONDA,ACCORD SEDAN,MID-SIZE,2.4,4,AV,X,8.6,6.4,7.6,37,177
2016,HONDA,ACCORD SEDAN,MID-SIZE,3.5,6,A6,X,11.3,7,9.4,30,219
2016,HONDA,ACCORD SPORT,MID-SIZE,2.4,4,AV7,X,9.1,6.8,8,35,187
2016,HONDA,CIVIC COUPE,COMPACT,1.5,4,AV,X,7.5,5.6,6.7,42,155
2016,HONDA,CIVIC COUPE,COMPACT,2,4,AV,X,7.8,5.8,6.9,41,162
2016,HONDA,CIVIC COUPE,COMPACT,2,4,M6,X,8.9,6.1,7.7,37,179
2016,HONDA,CIVIC SEDAN,MID-SIZE,1.5,4,AV,X,7.6,5.5,6.7,42,157
2016,HONDA,CIVIC SEDAN,MID-SIZE,2,4,AV,X,7.8,5.8,6.9,41,162
2016,HONDA,CIVIC SEDAN,MID-SIZE,2,4,M6,X,8.8,5.9,7.5,38,176
2016,HONDA,CR-V,SUV - SMALL,2.4,4,AV,X,8.8,6.9,7.9,36,186
2016,HONDA,CR-V AWD,SUV - SMALL,2.4,4,AV,X,9.5,7.5,8.6,33,202
2016,HONDA,CR-Z,TWO-SEATER,1.5,4,AV7,X,7,6.4,6.8,42,157
2016,HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,7.9,6.5,7.3,39,169
2016,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV,X,7,5.7,6.4,44,150
2016,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV7,X,7.3,6.1,6.8,42,158
2016,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M6,X,8.1,6.4,7.3,39,171
2016,HONDA,HR-V,SUV - SMALL,1.8,4,AV,X,8.3,6.7,7.6,37,177
2016,HONDA,HR-V,SUV - SMALL,1.8,4,AV7,X,8.3,6.7,7.6,37,177
2016,HONDA,HR-V,SUV - SMALL,1.8,4,M6,X,9.3,7,8.3,34,193
2016,HONDA,HR-V AWD,SUV - SMALL,1.8,4,AV,X,8.8,7.2,8.1,35,190
2016,HONDA,HR-V AWD,SUV - SMALL,1.8,4,AV7,X,8.8,7.2,8.1,35,190
2016,HONDA,ODYSSEY,MINIVAN,3.5,6,A6,X,12.3,8.5,10.6,27,250
2016,HONDA,PILOT,SUV - SMALL,3.5,6,A6,X,12.4,8.8,10.8,26,253
2016,HONDA,PILOT AWD,SUV - SMALL,3.5,6,A6,X,13,9.3,11.3,25,265
2016,HONDA,PILOT AWD,SUV - SMALL,3.5,6,AS9,X,12.4,9.3,11,26,257
2017,HONDA,ACCORD,MID-SIZE,2.4,4,AV7,X,9.2,6.9,8.2,34,190
2017,HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,10.4,7.4,9,31,210
2017,HONDA,ACCORD COUPE,MID-SIZE,3.5,6,AS6,X,11.4,7.4,9.6,29,225
2017,HONDA,ACCORD COUPE,MID-SIZE,3.5,6,M6,X,12.9,8.4,10.9,26,254
2017,HONDA,ACCORD SEDAN,MID-SIZE,2.4,4,AV,X,8.7,6.6,7.8,36,180
2017,HONDA,ACCORD SEDAN,MID-SIZE,3.5,6,A6,X,11.4,7.2,9.5,30,223
2017,HONDA,ACCORD HYBRID,MID-SIZE,2,4,AV,X,4.9,5.1,5,56,114
2017,HONDA,CIVIC COUPE,COMPACT,1.5,4,AV7,X,7.5,5.9,6.8,42,158
2017,HONDA,CIVIC COUPE,COMPACT,1.5,4,M6,X,7.7,5.7,6.8,42,159
2017,HONDA,CIVIC COUPE,COMPACT,2,4,AV,X,7.8,6,7,40,163
2017,HONDA,CIVIC COUPE,COMPACT,2,4,M6,X,8.5,6.1,7.4,38,173
2017,HONDA,CIVIC SEDAN,MID-SIZE,1.5,4,AV,X,7.4,5.6,6.6,43,153
2017,HONDA,CIVIC SEDAN,MID-SIZE,2,4,AV,X,7.8,6,7,40,163
2017,HONDA,CIVIC SEDAN,MID-SIZE,2,4,M6,X,8.5,6,7.4,38,172
2017,HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,AV,X,7.7,6,6.9,41,162
2017,HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,AV7,X,7.9,6.6,7.3,39,170
2017,HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,AV7,Z,7.9,6.6,7.3,39,170
2017,HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,M6,X,8,6.2,7.2,39,167
2017,HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,M6,Z,8,6.2,7.2,39,167
2017,HONDA,CR-V,SUV - SMALL,1.5,4,AV,X,8.4,7,7.8,36,181
2017,HONDA,CR-V AWD,SUV - SMALL,1.5,4,AV,X,8.7,7.2,8,35,188
2017,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV,X,7,5.9,6.5,43,154
2017,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV7,X,7.6,6.4,7,40,164
2017,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M6,X,8.1,6.6,7.4,38,174
2017,HONDA,HR-V,STATION WAGON - SMALL,1.8,4,AV,X,8.3,6.9,7.7,37,180
2017,HONDA,HR-V,STATION WAGON - SMALL,1.8,4,AV7,X,8.3,6.9,7.7,37,180
2017,HONDA,HR-V,STATION WAGON - SMALL,1.8,4,M6,X,9.4,7.1,8.4,34,195
2017,HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV,X,8.9,7.5,8.2,34,194
2017,HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV7,X,8.9,7.5,8.2,34,194
2017,HONDA,ODYSSEY,MINIVAN,3.5,6,A6,X,12.3,8.6,10.7,26,251
2017,HONDA,PILOT,SUV - SMALL,3.5,6,A6,X,12.4,8.8,10.8,26,254
2017,HONDA,PILOT AWD,SUV - SMALL,3.5,6,A6,X,13,9.3,11.3,25,266
2017,HONDA,PILOT AWD,SUV - SMALL,3.5,6,AS9,X,12.4,9.3,11,26,256
2017,HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A6,X,12.8,9.5,11.3,25,264
2018,Honda,Accord,Full-size,1.5,4,AV,X,7.9,6.3,7.2,39,168
2018,Honda,Accord,Full-size,1.5,4,AV7,X,8.2,6.8,7.6,37,177
2018,Honda,Accord,Full-size,1.5,4,M6,X,8.9,6.7,7.9,36,185
2018,Honda,Accord,Full-size,2,4,M6,X,10.7,7.3,9.2,31,214
2018,Honda,Accord Sport/Touring,Mid-size,2,4,AS10,X,10.4,7.4,9.1,31,211
2018,Honda,Accord Hybrid,Full-size,2,4,AV,X,5,5.1,5.1,55,118
2018,Honda,Civic Coupe,Compact,1.5,4,AV,X,7.5,5.9,6.8,42,158
2018,Honda,Civic Coupe,Compact,1.5,4,M6,X,7.7,5.7,6.8,42,158
2018,Honda,Civic Coupe,Compact,2,4,AV,X,7.8,6,7,40,163
2018,Honda,Civic Coupe,Compact,2,4,M6,X,8.5,6.1,7.4,38,173
2018,Honda,Civic Coupe Si,Compact,1.5,4,M6,Z,8.4,6.2,7.4,38,173
2018,Honda,Civic Hatchback,Full-size,1.5,4,AV,X,7.7,6,6.9,41,162
2018,Honda,Civic Hatchback,Full-size,1.5,4,AV7,X,7.9,6.6,7.3,39,170
2018,Honda,Civic Hatchback,Full-size,1.5,4,M6,X,8,6.2,7.2,39,167
2018,Honda,Civic Hatchback Sport,Full-size,1.5,4,AV7,Z,7.9,6.6,7.3,39,170
2018,Honda,Civic Hatchback Sport,Full-size,1.5,4,M6,Z,8,6.2,7.2,39,167
2018,Honda,Civic Sedan,Mid-size,1.5,4,AV,X,7.4,5.6,6.6,43,153
2018,Honda,Civic Sedan,Mid-size,2,4,AV,X,7.8,6,7,40,163
2018,Honda,Civic Sedan,Mid-size,2,4,M6,X,8.5,6,7.4,38,172
2018,Honda,Civic Sedan Si,Mid-size,1.5,4,M6,Z,8.4,6.2,7.4,38,173
2018,Honda,Civic Type R,Full-size,2,4,M6,Z,10.6,8.3,9.6,29,224
2018,Honda,CR-V,SUV: Small,1.5,4,AV,X,8.4,7,7.8,36,181
2018,Honda,CR-V AWD,SUV: Small,1.5,4,AV,X,8.7,7.2,8,35,188
2018,Honda,Fit,Station wagon: Small,1.5,4,AV,X,7,5.9,6.5,43,151
2018,Honda,Fit,Station wagon: Small,1.5,4,AV7,X,7.6,6.5,7,40,166
2018,Honda,Fit,Station wagon: Small,1.5,4,M6,X,8.1,6.6,7.4,38,174
2018,Honda,HR-V,Station wagon: Small,1.8,4,AV,X,8.3,6.9,7.7,37,180
2018,Honda,HR-V,Station wagon: Small,1.8,4,AV7,X,8.3,6.9,7.7,37,180
2018,Honda,HR-V,Station wagon: Small,1.8,4,M6,X,9.4,7.1,8.4,34,195
2018,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV,X,8.9,7.5,8.2,34,194
2018,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV7,X,8.9,7.5,8.2,34,194
2018,Honda,Odyssey,Minivan,3.5,6,AS9,X,12.6,8.4,10.7,26,252
2018,Honda,Odyssey Touring,Minivan,3.5,6,AS10,X,12.2,8.5,10.6,27,247
2018,Honda,Pilot AWD,SUV: Small,3.5,6,A6,X,13,9.3,11.3,25,266
2018,Honda,Pilot AWD,SUV: Small,3.5,6,AS9,X,12.4,9.3,11,26,256
2018,Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6,A6,X,12.8,9.5,11.3,25,264
2019,Honda,Accord,Full-size,1.5,4,AV,X,7.9,6.3,7.2,39,168
2019,Honda,Accord,Full-size,1.5,4,AV7,X,8.2,6.8,7.6,37,177
2019,Honda,Accord,Full-size,1.5,4,M6,X,8.9,6.7,7.9,36,185
2019,Honda,Accord,Full-size,2,4,M6,X,10.7,7.3,9.2,31,214
2019,Honda,Accord Sport/Touring,Mid-size,2,4,AS10,X,10.4,7.4,9.1,31,211
2019,Honda,Accord Hybrid,Full-size,2,4,AV,X,5,5,5,56,117
2019,Honda,Civic Coupe,Compact,1.5,4,AV7,X,7.8,6.4,7.2,39,167
2019,Honda,Civic Coupe,Compact,2,4,AV,X,7.8,6.1,7.1,40,164
2019,Honda,Civic Coupe,Compact,2,4,AV7,X,8.3,6.6,7.5,38,176
2019,Honda,Civic Coupe,Compact,2,4,M6,X,9.3,6.7,8.1,35,189
2019,Honda,Civic Coupe Si,Compact,1.5,4,M6,Z,8.4,6.2,7.4,38,173
2019,Honda,Civic Hatchback,Full-size,1.5,4,AV,X,7.7,6,6.9,41,162
2019,Honda,Civic Hatchback,Full-size,1.5,4,AV7,X,7.9,6.6,7.3,39,170
2019,Honda,Civic Hatchback,Full-size,1.5,4,M6,X,8,6.2,7.2,39,167
2019,Honda,Civic Hatchback Sport,Full-size,1.5,4,AV7,Z,7.9,6.6,7.3,39,170
2019,Honda,Civic Hatchback Sport,Full-size,1.5,4,M6,Z,8,6.2,7.2,39,167
2019,Honda,Civic Sedan,Mid-size,1.5,4,AV7,X,7.8,6.2,7.1,40,165
2019,Honda,Civic Sedan,Mid-size,2,4,AV,X,7.9,6.1,7.1,40,167
2019,Honda,Civic Sedan,Mid-size,2,4,AV7,X,8.2,6.5,7.4,38,172
2019,Honda,Civic Sedan,Mid-size,2,4,M6,X,9.3,6.5,8,35,186
2019,Honda,Civic Sedan Si,Mid-size,1.5,4,M6,Z,8.4,6.2,7.4,38,173
2019,Honda,Civic Type R,Full-size,2,4,M6,Z,10.6,8.3,9.6,29,224
2019,Honda,CR-V,SUV: Small,1.5,4,AV,X,8.4,7,7.8,36,181
2019,Honda,CR-V AWD,SUV: Small,1.5,4,AV,X,8.7,7.2,8,35,188
2019,Honda,Fit,Station wagon: Small,1.5,4,AV,X,7,5.9,6.5,43,151
2019,Honda,Fit,Station wagon: Small,1.5,4,AV7,X,7.6,6.5,7,40,166
2019,Honda,Fit,Station wagon: Small,1.5,4,M6,X,8.1,6.6,7.4,38,174
2019,Honda,HR-V,Station wagon: Small,1.8,4,AV,X,8.4,7,7.8,36,181
2019,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV,X,8.8,7.5,8.2,34,193
2019,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV7,X,9.1,7.7,8.5,33,199
2019,Honda,Insight EX,Mid-size,1.5,4,AV,X,4.6,5.3,4.9,58,114
2019,Honda,Insight Touring,Mid-size,1.5,4,AV,X,4.6,5.3,4.9,58,114
2019,Honda,Odyssey,Minivan,3.5,6,AS9,X,12.6,8.4,10.7,26,252
2019,Honda,Odyssey Touring,Minivan,3.5,6,AS10,X,12.2,8.5,10.6,27,247
2019,Honda,Passport AWD,SUV: Small,3.5,6,A9,X,12.5,9.8,11.3,25,265
2019,Honda,Pilot,SUV: Small,3.5,6,A6,X,12.4,8.7,10.7,26,250
2019,Honda,Pilot AWD,SUV: Small,3.5,6,A6,X,13,9.3,11.3,25,266
2019,Honda,Pilot AWD,SUV: Small,3.5,6,AS9,X,12.4,9.3,11,26,257
2019,Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6,A6,X,12.8,9.5,11.3,25,263
2020,Honda,Accord,Full-size,1.5,4,AV,X,7.9,6.3,7.2,39,170
2020,Honda,Accord,Full-size,1.5,4,AV7,X,8.2,6.8,7.6,37,177
2020,Honda,Accord,Full-size,1.5,4,M6,X,8.9,6.7,7.9,36,185
2020,Honda,Accord,Full-size,2,4,M6,X,10.7,7.3,9.2,31,214
2020,Honda,Accord Sport/Touring,Mid-size,2,4,AS10,X,10.4,7.4,9.1,31,211
2020,Honda,Accord Hybrid,Full-size,2,4,AV,X,5,5,5,56,117
2020,Honda,Civic Coupe,Compact,1.5,4,AV7,X,7.8,6.4,7.2,39,167
2020,Honda,Civic Coupe,Compact,2,4,AV,X,7.8,6.1,7.1,40,164
2020,Honda,Civic Coupe,Compact,2,4,AV7,X,8.3,6.6,7.5,38,176
2020,Honda,Civic Coupe,Compact,2,4,M6,X,9.3,6.7,8.1,35,189
2020,Honda,Civic Coupe Si,Compact,1.5,4,M6,Z,8.9,6.4,7.8,36,183
2020,Honda,Civic Hatchback,Full-size,1.5,4,AV,X,7.7,6,6.9,41,162
2020,Honda,Civic Hatchback,Full-size,1.5,4,M6,X,8,6.2,7.2,39,167
2020,Honda,Civic Hatchback Sport,Full-size,1.5,4,AV7,Z,8,6.6,7.4,38,172
2020,Honda,Civic Hatchback Sport,Full-size,1.5,4,M6,Z,8,6.2,7.2,39,167
2020,Honda,Civic Sedan,Mid-size,1.5,4,AV7,X,7.8,6.2,7.1,40,165
2020,Honda,Civic Sedan,Mid-size,2,4,AV,X,7.9,6.1,7.1,40,167
2020,Honda,Civic Sedan,Mid-size,2,4,AV7,X,8.2,6.5,7.4,38,172
2020,Honda,Civic Sedan,Mid-size,2,4,M6,X,9.3,6.5,8,35,186
2020,Honda,Civic Sedan Si,Mid-size,1.5,4,M6,Z,8.9,6.4,7.8,36,183
2020,Honda,Civic Type R,Full-size,2,4,M6,Z,10.5,8.4,9.6,29,223
2020,Honda,CR-V,SUV: Small,1.5,4,AV,X,8.3,7,7.7,37,180
2020,Honda,CR-V AWD,SUV: Small,1.5,4,AV,X,8.7,7.4,8.1,35,189
2020,Honda,Fit,Station wagon: Small,1.5,4,AV,X,7,5.9,6.5,43,151
2020,Honda,Fit,Station wagon: Small,1.5,4,AV7,X,7.6,6.5,7,40,166
2020,Honda,Fit,Station wagon: Small,1.5,4,M6,X,8.1,6.6,7.4,38,174
2020,Honda,HR-V,Station wagon: Small,1.8,4,AV,X,8.4,7,7.8,36,181
2020,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV,X,8.8,7.5,8.2,34,193
2020,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV7,X,9.1,7.7,8.5,33,200
2020,Honda,Insight EX/Touring,Mid-size,1.5,4,AV,X,4.6,5.3,4.9,58,115
2020,Honda,Odyssey,Minivan,3.5,6,AS10,X,12.2,8.5,10.6,27,248
2020,Honda,Passport AWD,SUV: Small,3.5,6,AS9,X,12.5,9.8,11.3,25,265
2020,Honda,Pilot AWD,SUV: Small,3.5,6,A6,X,13,9.3,11.3,25,266
2020,Honda,Pilot AWD,SUV: Small,3.5,6,AS9,X,12.4,9.3,11,26,257
2020,Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6,AS9,X,12.6,10,11.4,25,269
2021,Honda,Accord,Full-size,1.5,4,AV,X,7.8,6.5,7.2,39,168
2021,Honda,Accord Sport/Touring,Full-size,1.5,4,AV7,X,8.1,6.8,7.5,38,176
2021,Honda,Accord Sport/Touring,Full-size,2,4,AS10,X,10.4,7.4,9.1,31,211
2021,Honda,Accord Hybrid,Full-size,2,4,AV,X,5,5,5,56,117
2021,Honda,Accord Hybrid Sport/Touring,Full-size,2,4,AV,X,5.3,5.7,5.5,51,129
2021,Honda,Civic Hatchback,Full-size,1.5,4,M6,X,8.1,6.4,7.3,39,171
2021,Honda,Civic Hatchback Sport,Full-size,1.5,4,AV7,Z,8,6.6,7.4,38,172
2021,Honda,Civic Hatchback Sport,Full-size,1.5,4,M6,Z,8.1,6.4,7.3,39,171
2021,Honda,Civic Sedan,Mid-size,1.5,4,AV7,X,7.8,6.2,7.1,40,165
2021,Honda,Civic Sedan,Mid-size,2,4,AV,X,7.9,6.1,7.1,40,167
2021,Honda,Civic Sedan,Mid-size,2,4,AV7,X,8.2,6.5,7.4,38,172
2021,Honda,Civic Type R,Full-size,2,4,M6,Z,10.5,8.4,9.6,29,223
2021,Honda,CR-V,SUV: Small,1.5,4,AV,X,8.3,7,7.7,37,180
2021,Honda,CR-V AWD,SUV: Small,1.5,4,AV,X,8.7,7.4,8.1,35,189
2021,Honda,HR-V,Station wagon: Small,1.8,4,AV,X,8.4,7,7.8,36,181
2021,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV,X,8.8,7.5,8.2,34,193
2021,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV7,X,9.1,7.7,8.5,33,200
2021,Honda,Insight EX,Mid-size,1.5,4,AV,X,4.6,5.3,4.9,58,115
2021,Honda,Insight Touring,Compact,1.5,4,AV,X,4.6,5.3,4.9,58,115
2021,Honda,Odyssey,Minivan,3.5,6,AS10,X,12.2,8.5,10.6,27,248
2021,Honda,Passport AWD,SUV: Small,3.5,6,AS9,X,12.5,9.8,11.3,25,265
2021,Honda,Pilot AWD,SUV: Small,3.5,6,AS9,X,12.4,9.3,11,26,256
2021,Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6,AS9,X,12.8,9.9,11.5,25,271
2022,Honda,Accord,Full-size,1.5,4,AV,X,7.8,6.5,7.2,39,168
2022,Honda,Accord Sport/Touring,Full-size,1.5,4,AV7,X,8.1,6.8,7.5,38,176
2022,Honda,Accord Sport/Touring,Full-size,2,4,AS10,X,10.4,7.4,9.1,31,211
2022,Honda,Accord Hybrid,Full-size,2,4,AV,X,5,5,5,56,117
2022,Honda,Accord Hybrid Sport/Touring,Full-size,2,4,AV,X,5.3,5.7,5.5,51,129
2022,Honda,Civic Hatchback,Full-size,1.5,4,AV7,X,7.7,6.3,7.1,40,166
2022,Honda,Civic Hatchback,Full-size,1.5,4,M6,X,8.5,6.3,7.5,38,175
2022,Honda,Civic Hatchback,Full-size,2,4,AV,X,8,6.2,7.2,39,167
2022,Honda,Civic Hatchback,Full-size,2,4,M6,X,9.1,6.6,8,35,186
2022,Honda,Civic Sedan,Mid-size,1.5,4,AV7,X,7.6,6.1,6.9,41,162
2022,Honda,Civic Sedan,Mid-size,2,4,AV,X,7.7,6,6.9,41,162
2022,Honda,Civic Sedan,Mid-size,2,4,AV7,X,7.8,6.3,7.1,40,165
2022,Honda,Civic Sedan Si,Mid-size,1.5,4,M6,Z,8.7,6.4,7.7,37,180
2022,Honda,CR-V,SUV: Small,1.5,4,AV,X,8.3,7,7.7,37,180
2022,Honda,CR-V AWD,SUV: Small,1.5,4,AV,X,8.7,7.4,8.1,35,189
2022,Honda,HR-V,Station wagon: Small,1.8,4,AV,X,8.4,7,7.8,36,181
2022,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV,X,8.8,7.5,8.2,34,193
2022,Honda,HR-V AWD,Station wagon: Small,1.8,4,AV7,X,9.1,7.7,8.5,33,200
2022,Honda,Odyssey,Minivan,3.5,6,AS10,X,12.2,8.5,10.6,27,248
2022,Honda,Passport AWD,SUV: Small,3.5,6,AS9,X,12.5,9.8,11.3,25,265
2022,Honda,Pilot AWD,SUV: Small,3.5,6,AS9,X,12.4,9.3,11,26,256
2022,Honda,Pilot AWD TrailSport,SUV: Small,3.5,6,AS9,X,12.3,9.5,11.1,25,260
2022,Honda,Ridgeline AWD,Pickup truck: Standard,3.5,6,AS9,X,12.8,9.9,11.5,25,271
